Text,True_Label,Predicted_Label,Confidence
my new kittens just love this toy and the dogs love it  my 2 cats are pretty picky so i had to get a treat to get them to eat  i will definitely buy again  its a little pricey for one cat but i dont have to worry about getting a treat as they love the flavor  they are very picky so i like the taste of the treat  i highly recommend it to any cat ownerlove this product  its very easy to use  the smaller size fits my 60 pound dog perfectly,0,0,0.9997842
supposed to come with extra hardware the only problem is that its not really a vacuum,0,0,0.99977046
these are great  i sterted out with a pair of the larger ones and ended up buying another pair of the large ones and a pair of these  i keep them on the front of all my sheds  they come on when im walking up or leaving the shed and stay on for 15 seconds or so  plenty bright,1,1,0.90498686
very well written i believe and the characters are well developed there is a strong female character and the story is well told the characters are well developed and the story is well told,0,0,0.9997477
i highly recommend hooked its not your typical romance  its well written and gets you sucked in from the first page,1,1,0.9996613
this game is great  sometimes it takes longer than monopoly though,1,1,0.9997346
with 13 cats this is a musthave in our house ive read negative reviews the problem being they are using the wrong product there are two feliway comfort zone and feliway with ceva the comfort zone is good for mildly nervous cats you need the ceva for aggression spraying and other behaviors of this type for those who complain that it doesnt last 30 days buy a timer we have an atomizer in every one of our 14 rooms we have them all on a set up of one hour on 4 hours off it makes them last much longer and they are still very effective all of our cats have been abused abandoned or something equally upsetting bringing a new cat with issues into a house full of cats with issues would be impossible without this product i do wish they were less expensive but we need them so we buy them,1,1,0.9977806
very nice arrived quickly and was very simple to put together we wont be using the smallest tier as we are having an 8 cake on top,1,1,0.9988802
for the price this is a good deal its a very small box probably the size of a mini puzzle box definitely not worth the 1600 its listed for right now i paid 800 for it and thats a decent price,1,1,0.99970776
quality stainless steel scissor with excellent cutting abilities have been using it for cardboard as well as multiple sheets of paper and it is great the handle does start to feel uncomfortable after a while otherwise i would have given it five stars,1,1,0.9995573
my son is racing all the time and the chain is too tight around his waist,0,0,0.99972683
"the stainless steel is easy to disassemble and clean it does not absorb bacteria like plastics  i chose this one because stainless steel is healthier than plastics and it looks better in my kitchen  like a sculptured water fountain

after running it for the first time after a few rotations of water any residual rubber or machine smells will be gone as the first reviewermost helpful reviewer mentioned

simple maintenance is key

if the motor and pump are disassembled and cleaned properly you wont need to replace them youll only need to replace filters which are reasonably priced and well worth it
if you dont clean the motor and  pump well enough or often enough you will have to purchase a new motor and pump from the pioneer pet website at least they sell it separately though its pricey enough to make you think about getting a second fountain  maintenance is key to getting 5 star use of this product and keeping its economic value

my cat has allergies and urinary tract infection tendencies water is so important for her to prevent these issues  she drinks the most from this fountain laying next to it and sopping it up for minutes than she ever did from the 2 plastic ones we had before and eventually stopped working  this fountain has helped keep her healthy shes so hydrated

its very quiet and will only get noisy if you let the water level fall below the motors line  the noisiness is a sound of the motors slow death  keep that water filled

take care of this product and it doesnt take much there are easy instructions even online videos and your pet will love you for it  weve had this fountain 2 years this spring she looks at me with i love you after i gave it to her the first time and after i clean it every week the bowl  5 mins every month all parts 20 mins  we both love this fountain 5 stars",1,1,0.9997689
these are heavenly  now that i have the tools to fix them i just need to find a way to fix the holes,0,0,0.99975723
i knew i got a good deal when my usually taciturn russian tailor said beautiful coat since then ive had many compliments great value for the price works great summer fall and winter  nice light fabric,1,1,0.9994174
ron suskinds a good writer and i love the way she manages to keep us guessing about what the next story is the book is a bit long but its a very enjoyable read i had no idea that this book would be one of the most popular books in the world i found it to be the most entertaining i loved it it has great characters and plot twists i highly recommend it to any fan of science fiction this book was great  i loved it i have been reading the series for about a month now i loved it and am looking forward to the next one this book is a must read for all of us i have to say i loved it  it was a good read and i was really enjoying it i think it is a good story i think it is a good read i really enjoyed it  it was good read,0,0,0.9997813
youll love this well written book the characters are well developed and believable the writing is just as good as the story,0,0,0.99975103
skipped through most of it and the movie is just too slow,0,0,0.99973756
not sure it does anything other than cover the smell by the smell is more pleasing than febreeze and it is stronger,1,1,0.9984054
"this is a buildityourself series of plastic tubes and corners there are no screws to hold it together nothing clicks into place it will not withstand anything more vigorous than the impact of the soft foam basketball it comes with when hung over a door the net is only about 5 feet off the ground so it works even with fairly low ceilings

for our purposes this is ok at least for now my schoolage child just wants a basketballlike activity for indoors but sooner or later the kids are going to turn it into a contact sport and i expect to be able to reassemble the rig a few times before a piece finally breaks",1,1,0.99976903
"these were the cheapest and most effective and the sound was great

the only downside is that the range is limited the subwoofer is a bit louder than it should be and its not in",0,0,0.99973196
this review in not for the movies which i consider them to be great this review is for the product itself i bought an used set in amazon and the phantom of the opera wont play in any of my hd dvd players hda20 hda30 and hdd2 the fugitive had pixel problems in all players and the same happened to the unforgiven the only movie that was ok was the last samurai then i decided to buy a set that was new thinking that the reason why the previous one wouldnt play was because it was used and therefore somehow damaged well to my surprise the brand new one had exactly the same problem therefore i dont recommend this set to any one by the way all of the players have the latest 40 firmware update so the players should not be the issue,1,1,0.9995683
they look great in my kitchen the only problem is that its kind of hard to put the,0,0,0.9997751
absolutely love this sweater got it for my cat and it fit him perfectly he loves to play with it and it,0,0,0.9997372
one of our top rated games ever and we have two large gaming cabinets we have found this is well liked by all ages easy to learn and play and overall a great game ages that have enjoyed it in our home range from 655,1,1,0.999012
love these flip flops they are a little wide but i will keep them,0,0,0.9997378
truly frightening certainly not for the ages but it is a good movie for a beginner  the story is well,0,0,0.99977833
this set is very flimsy and broke within a week i will return this set,0,1,0.8475702
a gift for my granddaughter after she saw mine and we both love them,1,0,0.67286134
this product lasted a month  i love the look and feel of this pillow  it has a soft soft feel to it and it,0,0,0.9997826
pretty good product love the look of the pieces and the price  i just wish the one,0,0,0.99973506
"when it comes to diamond studs im a big fan of fakes maybe im just unlucky but i find it hard not to loose an earring regardless of the type of backclosure  i donthowever want it to look bad when i wear them with my diamond jewelry so im always on the lookout for high quality fakes and ive bought some at jewelry stores for 100 or so

these can stand up to any that i have and the price is great  im going to give them to my daughter who lost a similar pair that had cost 60  she is going to be thrilled since she never thought i would replace them  and i wouldnt at that price and she oil dont afford to replace them either  ill see how they hold up and post an update in a few months",1,1,0.9957072
better than what came with my cabinet but could be better still for the price i cant complain too much did what i needed it to do,1,1,0.999671
johnny juliette and leonardo show how theirs talented is remarkable,1,1,0.99953043
"i am a c4 quadriplegic and the users backpack to carry pretty much everything i need for the day on the back of either my power chair or manual wheelchair backpack is very comfortable and forms well to my back pockets are all very easily accessible i dont have hand function but i can easily access any pocket in this backpack  the weight sits really nicely high on my back and doesnt feel like it pulling me into bad posture
while the bag is relatively expensive arcteryx goods are always high quality and last years
i would definitely recommend this bag to anyone looking for a 22 l bag to use as a day bag",1,1,0.99977094
"these bags are a good size for the price and quality

the bag is a bit small for my small dog but he loves to get around and chew on iti have used this product for about",0,0,0.9997714
my 9 year old son loves this set  he learned how to play uno on a campout with friends and this is now his favorite game especially on the heels of the awesome recent avengers movie,1,1,0.9997596
this movie is certainly one of the best ever made i saw it for the first time last night  i had to watch it again and again to understand the significance of it  i am so glad i did  i will be watching it again to,0,0,0.9997346
this is exactly what i needed for all of my shoes the assembly of the unit was obvious and straight forward no instructions were necessary though they were provided i assembled with the leveling feet which allow for the unit to withstand a greater load works perfectly for my needs,1,1,0.99972874
great medium sized trash can  takes simple human bags size e  works well like all simple human products  looks great,1,0,0.8596284
im a fan of foreign films and this one is no exception  the acting is pretty good and the story is interesting but the acting is not  the only other movie i have watched in the past,0,0,0.9997683
"i had never read a book by the author before i read her books in the first couple of years and have had a lot of fun with them

this is a great book to read and look at in a few yearsi read this book to my niece and her husband and its great i will",0,0,0.9997495
"im an active reader who has an interest in the history of the us and the military  i had a friend who was a military officer and he had a lot of interest in the war in the 60s and 70s  this book is excellent

i received a free copy of this book from netgalley in exchange for an honest reviewi love reading about the lives of the young women who were on the train with a group of young men in the middle of nowhere",0,0,0.99977297
it is the year 2072 and an island with a distinct history there is a strong and stable culture and the people are well educated the island is a place of strong women and strong men it is a place of danger and danger the island has a lot of people who are attracted to it and it has a very strong and welleducated population the island is a place of family life and it is a place of people that are very interested in each other the characters are well developed and i loved the characters they are very realistic and believable they are likeable and they have a lot of depth i did not like the book and thought the author was going to get rid of the main character and move on to a new series i liked the story and the characters and i would recommend this book to anyone i really enjoyed the book it was a quick read i liked that the author didnt just draw me in i was very drawn to the characters i would recommend this book to anyone,0,0,0.99977916
nothing like a ny hood story always drama  fake friends always come into play where is part 2 im ready to find out more,1,1,0.99974126
we have and enjoy thenbspa datahookproductlinklinked classalinknormal hrefradioflyerallterrainwagondpb00004yt13refcmcrarpdrvwtxtieutf8radio flyer all terrain wagona and were pleased to discover that this wagon is a bit more sturdy although not by a wide margin  we loved the pneumatic tires on the radio flyer and these are just as nice  the raised sides on this wagon are more reassuring for keeping kids from tumbling out while hauling around corners or bumping over dirt walking trails  the plastic handle is comfortably large for even the most generously sized hands  this wagon feels like it will last a lifetime,1,1,0.99938726
peg was a career woman she was tall skinny and awkward her perfectionist family wanted her to get married and have babies they love her but feel sorry for her austin is a star who stopped in to visit his sister after a two year long around the world tour he ran into peg and fell for her peg  was not interested in marriage and austin just wanted to be left alone soon a career is not the only thing thats interesting peg,1,1,0.99941635
cheap but you get what you pay forwe love this toy my son loves it and,0,0,0.9995485
this product is great i use it at the gym and i keep it for my kids they are very happy  the plastic parts are very sturdy and you cant go wrong with this product  it is a good value for the moneyi bought this for my husband for christmas and he loves it he is very happy with the item and it is a great giftwe love this hamm,0,0,0.999778
so easy to put up  i love the look and feel of this pillow,0,0,0.9997634
this item looks awesome on my counter top  ive had mine for a couple of years now and its very,0,0,0.9997009
"after hearing so much about this product i thought it was a great idea to purchase this one

i had a friend who has a dog that was diagnosed with a very sensitive ear she had severe ear infections which can cause ear infections this is a great product for the ear it is very easy to put on and",0,0,0.9997807
this bucket is huge and comes with utensils such as molds and rulers and more than adequate capacity for play doh  its labeled as appropriate for ages 3 and up and great not only for storage but easy travel  like most toys its made of rather cheap plastic so the only question is whether or not its durable  we will test it out over the next few months and see what happens,1,1,0.999778
very bright  we used it to make an ice cream cone and it was just perfect  it is so easy to use and so easy to clean  we use it in our family room and it is so easy to,0,0,0.99976605
best nursing bra ever after reading reviews i ordered a size up this bra is a bit,0,0,0.9994469
this pillow is great  we have had it for a few months now and its been just fine,0,0,0.99976605
quick shipping and excellent furnace control the quality is good too  the only reason i ordered this is because i had to replace a defective switch in the,0,0,0.99975854
the bags are about the size of a plastic bag a bag can be wadded up inside your fist and becomes as small as your hand and can easily be carried in a pocket or other  i keep one in my bike basket  the item expands much larger than a plastic bag however  these hold a lot of items and a lot of weight  yes if you have delicate items like breads mixed with canned goods youll likely squish the bread as the bag doesnt have the stability of a paper bag so things shift when you grab the handles  but if you get a lot of like items such as produce it can be filled with more weight than i carry they are that durable  just bring a 2nd along for the delicate items so they can be bagged separately,1,1,0.9997024
bought for my husband as a xmas gift he said he loves them and are very comfortable,1,1,0.9360025
this latch powerlifting belt is 10mm thick its huge and very supportive for those heavy squats or dead lifts i do recommend this if you are pushing some high weight the latch buckle is pretty easy to adjust you do need a screwdriver to set the amount of pressure you want im a 32 to 33 waist but i have it on the lowest tightest openings i may need to drill a hole or two otherwise great products i do recommend for powerlifting i did receive this at a discount in exchange for my honest review,1,0,0.9970144
"the premise behind implementing business systems into the operation a business is based on human nature

people need to have well defined systems that can be replicated

franchises owe their success to well defined business systems",1,1,0.9997085
i love these cards because they have the pieces to make them appear as they go i just wish that they had the pieces for the,0,0,0.999775
i ordered this for my teen son he loves the book  i was kind of surprised how much i had to pay but i guess this book is still popular,1,0,0.9886253
"i purchased this nailer after my dewalt 18v finish nailer decided to take a vacation i install doors for a living and needed a nailer with enough stank behind it to countersink nails through 54 material i almost purchased a new dewalt but this ryobi had decent reviews a comparable warranty but a much better price point all of my hand tools are ryobi so i had more than enough batterieschargers on hand my experience with ryobi tools has been a positive one im extremely rough on my equipment and they have all held up to the beating anyway this nailer is ok if youre using it for the occasional project and dont mind having a few floating nails itll do just fine this nailer however did not meet my expectations didnt matter if i was using 2 inch nails or 2 12didnt matter if i was nailing into a low profile interior trim or thicker 54 materialdidnt matter if i had the depth as deep as it would go and the compression gauge all the way to maxdidnt matter how i held the gun against the materialit just wouldnt countersink the nails consistently maybe 610 successful countersinking that meant more time manually punching nails and filling holes another issue i was having was the constant skipping off the nail head causing basically 2 holes to puddy and the nail head was not countersunk that didnt happen too often but it was enough to make me say aloud what the the price listed above is insane i picked up mine at the home depot for 200 its possible i just had a defective product because all the other reviews ive read were glowing for this exact same product its possible it was defective but its possible the next one will be too so im going to purchase the newer senco f16 same conveniences still less than dewalt and looks like a spacegun
i gave it 2 stars because i still love ryobi and other than this experience their other tools have stood up to my wrath",1,1,0.9997769
for 25 with shipping this is an amazing case  it looks nice its strong and its sturdy  i am using it with the trs80 and its still working well  i would definitely buy this againi bought this to replace a broken one i,0,0,0.9997249
alpha male meets curvy girl apparently what he wants is what he gets and what he wants more then anything is her how far will they give into each other and did he really do it well cant wait to read book two,1,1,0.99972063
i have worn 574 in this style and the fit is good  the only reason i ordered this is because i had to get a size down and the waist was too short  the quality of this shirt is outstanding  the elastic is very thin and holds my arms in,0,0,0.9997787
"ive had a cammo giro go on the giro and im pretty happy with the result the other two have had a similar run the giro is a bit of a goggle with a small lens and a fixed lens the giro is very compact and gives you the option of a 2x or 3x scope the giro is a bit more compact and more compact but overall i like the giro more the giro is very compact and very easy to use ive had one of the giros for a while and it works great

overall i think this is a good price for a decent producti have a nikon d810 and i like this one i have to say i",0,0,0.9997775
i ordered this resistance band for my husband it is very comfortable and easy to adjust  it is so small that it is not easy to get around if you are a little large  it is very comfortable to wear in a gym  my husband is a large guy and the straps are too small for him to keep them in place  he is a strong guy and will probably want to buy another one  i am very happy with this producti love these socks they are light easy to put on and they are comfortable i recommend themthese are super lightweight and lightweight i have used them for a couple of months and they are still working great i would definitely recommend them to anyonegreat product great price ive had no problems with them slipping or sliding my only complaint is that i havent had any issues with them on my bike i recommend them to anyone who doesnt want to use themgreat buy my wife and i have used them many times and we always use them we have tried them on our mamma bike and we always love them they seem to be very durable and last much longer than any other brand we have tried the material is very durable and the colors are very vibrant it is really easy to adjust and change colors i also think that the padding is a little snug for my wife and her wrist but that is because she is in the wheelchair she has tried a lot of different brands but never had any issues with itive used these for about a year now and have been using them for a year and a half now they are a bit stiff for me but they are,0,0,0.99977714
new bottle but same tablet  i have a very picky dog and this is the only one he,0,0,0.9997508
works welli was having issues with rodents getting into my dogs water stock pots and having to change the water out often now the water stays clean and last over a week the only drawback for me is since i purchased the four gallon size it is a little heavy for me so if i change the water i cannot carry it so i do not fill it all the way up but my husband has no problem carrying it full,1,0,0.9939063
these are okay for the price the only problem is that they are small and the one we bought from biscuit for our office area is the plastic one,0,0,0.9997756
this is the best stephen king adaptation since the shining i think it says that on the box but it is darn right,1,1,0.9996346
if i had a way i would have bought it i saw it on a vhs and,0,0,0.9996723
before i bought these boots i thought i was going to be a cowboy but i was wrong these are not cowboy boots they are a cross between a crossdresser and a slouchy little girl the boots are comfortable and are warm i like the shape of the boots i will be wearing them for a while,0,0,0.9997763
works as expected for connecting cctv power supply to cameras,1,1,0.9993901
"i simply cant understand the vitriol that has been heaped on this movie  i didnt see alexander in the theatre so my only experience with it is the directors cut dvd which i thoroughly enjoyed  oliver stone brought alexander and his times to life for me and colin farrell did an excellent job putting a human face on a man who thought he was a god  dont be put off by the jabs of spoiled movie critics  watch this lavish and engrossing film and enjoy

the only flaw i saw with the film  and it may be an insurmountable one  is that so much went on in alexanders life that it is probably impossible to present it all in a single movie  stone gives us a glimpse into the political military and personal aspects of alexanders story and these really cant be fully appreciated unless one has first familiarized oneself by reading the various accounts of alexander especially those written by his ancient biographers  i may be reading too much into it but i think the central theme of the stone film is given us when on alexanders wedding night he responds to his new brides question about whether he loves hephaestion by saying there are many kinds of love roxane  oliver stones alexander has many loves  his father his mother hephaestion bagoas the army glory war his vision of a united world empire  and his attempts to give full devotion to each one drive his extraordinary career and it would seem eventually lead to his own selfdestruction",1,1,0.9997296
"i read a terrible love and it was an emotional rollercoaster

the first couple of pages are filled with a lot of tension and then the beginning of a great romance the story picks up in the middle of a horrible tragedy i love how the author gives us the first couple of pages and then the last page which is where the story ends it was great i just wish there was more to the story the story was great",0,0,0.9997732
this is a great looking watch  the watch has a great feel to it and is very versatile  it looks great with dark and earth tone clothes  also casual and business attire  cant miss with this one,1,1,0.99974006
the second book was as good as the first one i really enjoyed this story,0,0,0.9985612
i love this product i have used for about a year and a half it holds a lot of stuff  i have alphabet letters a few bottles cups squirter toys rubber duckies and a few balls and guess what it hasnt fallen i even placed items in there still wet and have had no mold or mildew or bad smells,1,1,0.99977833
my kids broke first day and broke the second day i will admit that my kids were pretty disappointed,0,0,0.99975544
i recently needed a new pair of shorts  these fit perfectly and are just the right size  the only thing i am not happy with is the fit of the pants  the color is a little too pink for me but its not really that big of a deal  they are actually a bit too small which is weird because they are a little too long  i would buy them again  im not sure what to expect,0,0,0.9997594
have used others and this one has the best feel i will keep purchasing itvery nice,0,0,0.9994048
this is an interesting adventure about a team who goes to russia to free an innocent child caught in the middle of a mafia and political mess  great story line,1,1,0.7451837
i was very nervous about ordering a rug online because this is a purchase i would normally want to see and feel before buying  but when i requested that lowes bind a 9x12 area rug and they said it would cost 1000 even though the rug itself was only 300 i decided i needed to shop around  this large rug was only 360 and it is absolutely gorgeous  the color is perfect its soft and deep its really perfect  i would recommend highly to anyone  you wont be disappointed,1,1,0.9997563
"a longtime fan of the author i was thrilled to see this book in the vine program i love gabbys upbeat positive yet nononsense and very realistic voice she tells it like it is breaking down her lessons and her life into small meaningful chapters which pull the reader in and carry him or her through to the lesson and the meaning this book isnt the pollyanna think and youll be happy refrain that some authors offer instead gabby brings you into the harsh light of day giving real life examples to the lessons and honestly and sometimes painfully sharing aspect of her life which a lesser person might have kept hidden

gabby is an inspiration to all of us spirit junkies out there the meaning to keep trying and carry on yet she challenges the reader to change to look at her life in a new way and in the end spirit junkie will take the reader on a journey of introspection transformation and love",1,1,0.9997764
a great read  stayed up many a late night loved the book,1,1,0.99634725
this has to be the all time greatest ladder built you will not be sorry if you buy it i would not be caught with out it,1,1,0.99973994
i love this product but it is a bit touchy sometimes otherwise amazing works great with my macs multigestures,1,1,0.7501986
best horror film since high school the story is a good one there is a strong sense of selfworth and commitment to the story the acting is superb,0,0,0.99975497
this is one of the funniest and most quotable movies of alltime john goodman is the best hes ever been and jeff bridges has a careerdefining role as the dude if you have a pulse you need to see this way too many classic scenes to ignore this masterpiece,1,1,0.99975723
i love how re takes you on a journey every single book she writes i am going to hate to see this series end there is so much  stress today it is nice to have a place you can go to for a little while with a hea,1,1,0.9996107
if you are thinking about buying this book think no more for those of you who need a basic idea of what its about let me sum it up its about a boy who is a genius who believes in what most people would think inpossible and discovers it is not only true  but far more advanced fairies but these arent you sparkling flower fairies these are gun weilding electric winged magic world police sworn to keep their world secret safe from all human kind nor is this boy just a genius but also is one the worlds most wanted crimnals to humans and fairies alike and he just cracked the code with mystery everywhere in the story and along the pages for those who know and have cracked it it is deffently an awsome read dont think anymore,1,1,0.9997781
"weve all seen itthe mess in the trunk or under the seat  for some reason wires just naturally find their way into nots and having big heavy cable clamps on the ends doesnt help matters much  add to that the fact that your car wont start and your mood is deteriorating fast  its a recipe for disaster  well no longer  some finally invented something to save us from our frustrations  the arsenal cable organizer

i bought a set of 25 coleman 4ga booster cables with it and they fit without a problem  so just about any jumper cable size and length combo should prove to work as well  there are two sleve style compartments on the sides  good perhaps for a set of flat tools such as a wrench or plyers or good for gloves  the stiching on the handles is top to bottom so i dont fear those coming loose  the zippers are good heavy stock so they should last as well

one more word of advice save the twist ties that come with your cables and if they dont come with them get some  twist tying them before storage will help the bag keep them nice neat and flat  and the bag will keep those monster clamps from hooking everything around them

update i just bought a second bag and a set of coleman 25 2ga cables  they fit great  so buy this bag with confidence for just about any cable size and length combo you can find",1,1,0.99977416
"even though im giving this four stars part of me isnt sure i did like it very much  but thats not because roberto savianos brutal and intense story wasnt interesting via what seems a very good translation mostly its because of the nihilism of the cocaine industry and the pointlessness of trying to do much about it the cartels have all the power and the money is so huge that of course they will do anything to maintain it  and frankly banks probably depend on the cash infusions as well

so what were left with is a grim brutal and horrible look at an industry that does infect our lives probably more than we like to admit but what can we do about it not much and is being educatedinformed about it worth reading about it im really not sure i feel like i generally knew most of what saviano wrote about so ably but he certainly rubbed my nose in these gruesome stories is that a good thing and why i dont know if i have an answer for that

i respect saviano going allin with this story though and just having this book out there is important so even if a reader is turned off by these horrible stories at least they have been told so i dont need to like the story  and i think a reader should just respect the story as long as thats accomplished the book did its job  it shouldnt be be fun and glamorous and it is not

readers of criminal justice will appreciate this  especially fans of true crime accounts which im generally not i have to say so it absolutely has an audience im giving it four stars with some general reservations but with a solid appreciation for the takenoprisoners account that saviano has provided he hammers the topic home and it takes all the glamour out of the drug thats for sure",1,1,0.99977964
this makes one cup at a time and then you can either pour more or drink more the suction cup is a nice feature  the suction cup does take a little getting used to but it works well enough  the suction cup is still very good for the price  i have a few of them in the house and they are a little heavier than i expected  this is not a big deal for me but it is a very nice addition to my kitchen,0,0,0.99977845
"my highest compliment to a book is when i dont want to put it down  and thats how i felt about this book  it was interesting from beginning to end  the characters were believable with mostly realistic situations the ending seemed a little forced with some unresolved issuesthe chase and action on the bridge seemed forced and the whole gill situation needed resolution  also the relationship between randall with the sons could have been better developed

it was a good story and kept my interest",1,1,0.99905676
"solid vinyl placemats arent easy to assemble but theyre pretty sturdy

the only downside is that the top is a bit of a mess but if you dont care about that it wont matter

i do recommend this producti purchased this for my husband and its great he loves it and i cant wait to use iti love this it has a nice handle and seems sturdy the color is very vibrant and very realistic",0,0,0.9997763
excellent product for mounting your cell phone to the wall plenty of room even if your cell phone is in its case can be used for all cell phones just make sure you read the directions first but beware unless you have smooth walls it will not adhere i have rough stucco walls in most of my house and paneling in another part and it will not stick properly to over come this problem i used blank outlet covers made of plastic and than screwed the covers to the wall and installed this product to the blank covers this method works good for iphone 4  5 and similar sized phones i know most homes are just sheetrocked walls and it will work fine,1,1,0.9997719
"pretty cool  small bluetooth speaker with a builtin clip
 it sounds good  louder than i expected
no connection problem i recommend",1,1,0.9997408
this box arrived quick and easy the shipping was quick and it arrived intact i was surprised to find that the packaging is very bright the packaging is very attractive the color is nice and deep,0,0,0.9997714
"my one year old cat loves this as soon as it was put together he went in and didnt come out for hours and uses everyday
getting another one for our vacation home",1,1,0.9997607
let me just say this book has it all  it is a great story about a couple who find themselves in the middle of a bitter divorce and have to figure out what is going to happen next  it is a very sweet story about two people who find themselves in a lot of trouble  i liked the characters and i enjoyed the interaction between them  i really liked the way the author presented the story and the characters  it was an interesting read and i will definitely read more of her worki enjoyed this story  it was a little confusing at times but it was still,0,0,0.9997805
this is such a necessary feature the only problem is that its only for the ipad air,0,0,0.99977165
"its a nice compact wall charger that charges my iphone 4s at about the same speed as the apple charger cube that came with the phone 1 per minute while in the 080 range

alternatives to consider links below

  powergensnbspa datahookproductlinklinked classalinknormal hrefcombopackdpb00aaqfetgrefcmcrarpdrvwtxtieutf8combopack anbspincludes a car charger for  3 more
  a 2amp model that can charge tablets at full speed
  a dual port charger that is optimized for both apple and nonapple devices see note 1

pros

  fast charging of iphone ipod
  slim pocketable shape
  doesnt block other outlets see note 2
  feel fit and finish are good

oks

  branded product amazon reviews apply to this exact item
  12 month warranty
  1 amp output charges ipad at about half speed
  no cable included

cons

  none so far

   alternatives   

 nbspa datahookproductlinklinked classalinknormal hrefpowergen1acombocarandwallchargerforiphonesipodsdpb00aaqfetgrefcmcrarpdrvwtxtieutf8powergen 1a combo car and wall charger for iphones  ipodsa
 nbspa datahookproductlinklinked classalinknormal hrefpowergendualportusb21ampacwallchargerdpb0073fe1f0refcmcrarpdrvwtxtieutf8powergen dual port usb 21amp ac wall chargera
 nbspa datahookproductlinklinked classalinknormal hrefanker1ausbwallchargerforiphonesipodsdpb0091sd3cerefcmcrarpdrvwtxtieutf8anker 1a usb wall charger for iphones  ipodsa

    disclosure   

the manufacturer gave me this product for review i believe my review is impartial

   notes   

note 1 apple products use their own rules to decide charging speed a designedforapple charger may be slow to charge nonapple devices and vice versa

note 2 blocking other outlets seems like small thing but it can be a hassle unplugging hotel room lamps alarm clocks etc to charge your phone just say no or carry an extension cord

 comments  questions welcome",1,1,0.99974376
"looks good but flimsy if left on the bike carrier the wind catches it like a sail
also came off while riding dont know when this one is gone",1,1,0.99975353
a great way to find a place to sit and watch video  this is a great way to,0,0,0.99973005
this charges really fast i use it as an external hdd for my computer and i have it plugged into an ethernet port the drive also works as a usb hub i plugged it into a usb hub and it worked finei use this as a bluray player for my canon c720  i cant get the pictures to work on my dvd player but it works just fine  i highly recommend it to anyone who needs bluray players for their camera,0,0,0.9997589
susan lucci writes an honest honest and poignant memoir of a man who is the person he is his story is the story of a man who was a man who was a man with a heart of gold his story is about the man he is,0,0,0.9997687
overall i was pleased with this set as it is a great starter for my students  the other two sets ive bought both of which have a good quality are just as well made  the paint is very vibrant and the materials are excellent  the only thing i would change is to order the other sets separately  if you have a star wars fan i would recommend purchasing,0,0,0.99978584
great backpack lots of space and a nice qualityvery good qualitynice bagvery pretty,0,0,0.99952006
there are several facets to this love story  well written and pulled me along its always interesting to see how people can muck up their lives in the name of love and in some cases lust worth reading,1,1,0.99977046
very good goggles nice case it protects it from gaining germs when drop and from breaking,1,1,0.99971205
the nagura stone is necessary to keep you fine grit stones to work properly it creates the cream that you need to sharpen your blades properly,1,1,0.99961495
not as interesting as i thought it would be kind of goes on too long an covered the same aspects several times,1,1,0.99973685
love samsung video quality the mic has a wide range of response and the microphone is very easy to use the mic is also a bit small but if you dont mind it being bulky its not a problemi was thinking about buying,0,0,0.99976975
best lovey ever  we received as a gift when our daughter was born  since she has loved dogs since she could lift her head it immediately became her favorite soft toy  she is 2 now and carries it with her every where  to daycare for a car ride to the store grandmasevery where  she left it at her nannys once  that was a difficult night  im going to order a second so that we can rotate  its very hard to get the pink doggie washed my daughter doesnt let it out of her sight very long  it has worn well  washes great  i have even dried in dryer to ensure she could have it ready for nap,1,1,0.99975604
excellent quality for the price  i love the finish  the blade is a little hard to grip  the jaws are plastic but theyre okay  im very pleased with this knife  its a very thin blade  i like the sharp edge  i love the finish  i like the blade  i have a lot of experience with knives,0,0,0.999775
i really like this pant it has the wide width and the fabric is soft and comfortable the bottom is adjustable and the front is adjustable the waist is a bit loose and the ankle length is perfect the size is perfect,0,0,0.99977547
my dog really loves this toy for a game of tug of war,1,1,0.97824883
this stuff just works  i use it for cleaning my kegs coffee mugs thermos tile etc,1,1,0.98723197
probably best movie rutger howerton has made not too many people make a movie like this if you want to watch a movie with rutger howerton you will like this one it is a very good movie,0,0,0.99971503
my opinion on purchased items is based on the reviews i will say that my daughter was disappointedi bought this for my son for christmas and he absolutely loves it the only thing that i do like about it is the size of the hat my son is 4 and loves to play with it hes also the youngest one in the house and it is a little challenging for him to hold the pieces together i think it is a nice toy for a little one but not for a grownup the little one will probably love it for a while i would buy this again but maybe for,0,0,0.99978775
its always hard finding a pair of shoes with the right fit these are the only ones i can wear the fit is perfect and the price is great,0,0,0.9997794
color rendering of this lamp is sub par the color temperature seems cooler than the indicated 3000k as well overall a harsh light that does not work well in a residential setting consider it for a utility space perhaps quickly returned and replaced by a superior philips lamp,1,1,0.99975663
darling toy that my son plays with and the wooden trains are a nice touch i would recommendi bought this for my son for christmas and he absolutely loves it the only thing that i do like about it is the carpet it is very thin and doesnt stay on for long i would recommend this to anyone who has a kid who wants to play with,0,0,0.9997826
the seat is still way to wide for a mans exercise bike but its much better than the stock seat supplied on the schwinn aerodyne ad6,1,1,0.994549
does exactly what its supposed to do and gives you a positive purchase on the handgun grip doesnt quite fit as well as talon grips and they stick off the frame slightly but overall good product and great grip accessory,1,1,0.999772
